,ImageID,ImgType,Projection,Pred,result
569,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/3/48108809536820495791464071082561931773_qtd75z.png,PA,PA,PA,True
570,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/298301881196262051256839652045637488871_3qtemi.png,PA,PA,PA,True
571,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/30609039597979699484238142991924165451_niy2us.png,PA,PA,PA,True
572,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/58929451352982195980416952140826380502_fgg6qf.png,PA,PA,PA,True
573,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/257730120550206272559117279344239106582-2_9sjck1.png,PA,PA,PA,True
574,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/226237165574508186886121191767464123051_5q8wrv.png,PA,PA,PA,True
575,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/165133904482009364011721769656734341030_dib66a.png,PA,PA,PA,True
576,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_FOREARM/patient11483/study1_negative/image2.png,FOREARM,Otro,Otro,True
577,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/287488060089684060141761690340896070297_lnigra.png,L,L,L,True
578,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/298858270943690002328428084494923286410_xqfetu.png,AP_horizontal,AP_horizontal,AP_horizontal,True
579,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/238628571050134679076897733876708338775_kil3fe.png,PA,PA,PA,True
580,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/29550676444029347850374324352750635324_bahufl.png,L,L,L,True
581,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/304917461533185361188117740288391989148_5cqej5.png,PA,PA,PA,True
582,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/57991639462361313572962252024757200787_gj3x8b.png,PA,PA,PA,True
583,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/113649893853861204323095168243343700358_6oy5hv.png,PA,PA,PA,True
584,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_SHOULDER/patient11204/study1_negative/image1.png,SHOULDER,Otro,Otro,True
585,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/43315893044663659730502047730686707718_5l5ar2.png,L,L,L,True
586,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/279245142805265049289590462758613322007_7nxjce.png,PA,PA,PA,True
587,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/269813372433416554716174941978433205560_okdlk5.png,PA,PA,PA,True
588,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/3/219111680554889385149959019750824875936_90hfzy.png,L,L,L,True
589,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/84632582530434135498629856788932598799_ijjld9.png,AP_horizontal,AP_horizontal,PA,False
590,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/203630365847689564627148989853888957034_jrqu25.png,L,L,L,True
591,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/190484369982899446742320942386545507324_ix7wzg.png,PA,PA,PA,True
592,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/280603607043797582007311807008136957935_max1tw.png,PA,PA,PA,True
593,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_HUMERUS/patient11686/study1_negative/image3.png,HUMERUS,Otro,Otro,True
594,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_SHOULDER/patient11695/study1_positive/image1.png,SHOULDER,Otro,Otro,True
595,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/18740547266051220018301722975029200904_6cqdb6.png,L,L,L,True
596,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/3/210521153275479289423616356825784582824_vgocmn.png,PA,PA,PA,True
597,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/223035747119615591263053463030056958531_j6mt3u.png,PA,PA,PA,True
598,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/3/81174146762871501006785561455374561564_jiz7ov.png,PA,PA,PA,True
599,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/3/159212183736602823152983994005617234415-2_beuku3.png,L,L,L,True
600,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_HAND/patient11356/study1_positive/image2.png,HAND,Otro,Otro,True
601,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/39956630030926398121751038042633919293_a57au8.png,PA,PA,PA,True
602,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/17036878219569074920849357118911011074_2_843g1i.png,L,L,L,True
603,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/147130162001881270838910566173191885957_e4abbt.png,PA,PA,PA,True
604,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/221218822772032359207975707160669271508_525l1w.png,PA,PA,PA,True
605,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/6/118175550292484034772129227558493044247_4ew9bw.png,L,L,L,True
606,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/2008837249800982630653687309896616305_rhzvwm.png,PA,PA,PA,True
607,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/200231944311470427509037953967193005127_jctxxo.png,PA,PA,PA,True
608,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/122779122978365363796209232755757112793_174wuk.png,PA,PA,PA,True
609,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/99744230716892055301280916536204938895_o8z84i.png,PA,PA,PA,True
610,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/247278740146088826617395739641233886804_yr6pg9.png,PA,PA,PA,True
611,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/6/258709176864599488288795922563110407305_tgb29n.png,PA,PA,PA,True
612,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/163519866319756034969121435878126683090_uzsfia.png,PA,PA,PA,True
613,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/41766516820834402820648787046809377929_zlh6po.png,L,L,L,True
614,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/139568670499491759035417206053888551615_xfx7gf.png,L,L,L,True
615,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/114983075630696530616207875689017787949_xcobe5.png,PA,PA,PA,True
616,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/66233861591979887678207417383624697365_uen9e8.png,PA,PA,PA,True
617,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/3/64602110530826098758136452811227483669_nrn2ov.png,PA,PA,PA,True
618,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/6/163383549653256816570719894700079552595_1oqclj.png,PA,PA,PA,True
619,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_HUMERUS/patient11200/study1_negative/image1.png,HUMERUS,Otro,Otro,True
620,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/63111709707148004443156998810460274299_gulvda.png,PA,PA,PA,True
621,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/102216104029835020812474672987792348977_ebpt18.png,L,L,L,True
622,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/122439321841920425172517354534457603011_sofknb.png,PA,PA,PA,True
623,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/229663614860925451530115344171456895761_vaflx2.png,PA,PA,PA,True
624,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/206243351269712935453192805397394370201_ja2952.png,L,L,L,True
625,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/89024952372589429183907768004372323604_7qgwoc.png,L,L,L,True
626,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/251817752826726742233508350809968475767_o1z8dd.png,PA,PA,PA,True
627,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/116309124034956553335079576037046469148_e1nh8h.png,PA,PA,PA,True
628,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/298138810659966314014319234360268911258_4mr4k2.png,PA,PA,PA,True
629,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/116300092783020934311863694670430092642_mopl7h.png,PA,PA,PA,True
630,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/28581334899243355508922712780113622574_uzchqg.png,L,L,L,True
631,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/11161943464023140609174638169619128035_j1oygg.png,PA,PA,PA,True
632,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/338567044767394350580874521731790515106_12dlzi.png,PA,PA,PA,True
633,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/109055191099652423596108046001073895226_201dqi.png,L,L,L,True
634,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/254144551127683360157792731938529338125_cyd5ym.png,PA,PA,PA,True
635,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/6/206729312035357690618891820031349617061_2_89h72w.png,PA,PA,PA,True
636,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/263832915496806852101858707842851898701_tz9qja.png,PA,PA,PA,True
637,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/49410217976457239865903284083789359085_pg8a9x.png,PA,PA,PA,True
638,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/6/164195253642726675245621745629199833315_f65t6h.png,PA,PA,PA,True
639,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/285240318125344814212913250837837806652_xvqgtb.png,AP_horizontal,AP_horizontal,PA,False
640,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/3/326901108870400766469976090316132116967_53wl3n.png,PA,PA,PA,True
641,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/278145958936920136774696500785123128624_huslud.png,PA,PA,PA,True
642,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/90112360733285223998963789881380441266_fp55xl.png,PA,PA,PA,True
643,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/318194128582765885665359754579084794088_jf1i6r.png,PA,PA,PA,True
644,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/1687250409855218547044374510577792017_r74s2t.png,PA,PA,PA,True
645,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/3/20164338045323573130241780542819136426_yoe26o.png,PA,PA,PA,True
646,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_HUMERUS/patient11674/study1_negative/image2.png,HUMERUS,Otro,Otro,True
647,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/60383625084301016403423418245727625507_fw3p77.png,PA,PA,PA,True
648,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/214182672452537015571636919543763365231_2_ic4rcf.png,PA,PA,PA,True
649,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_HUMERUS/patient11643/study1_positive/image1.png,HUMERUS,Otro,Otro,True
650,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_FINGER/patient11397/study1_positive/image3.png,FINGER,Otro,Otro,True
651,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/6/310645210989148875600766757330969744371_3jyl60.png,L,L,L,True
652,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/184027892312548531254278073156093834010_qnzafz.png,L,L,L,True
653,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/173080150736924106950261827326887290012_aozw7r.png,PA,PA,PA,True
654,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/68160497523267238512963177109732019313_gb3648.png,PA,PA,PA,True
655,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_FINGER/patient11941/study1_negative/image1.png,FINGER,Otro,Otro,True
656,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_FOREARM/patient11418/study3_negative/image2.png,FOREARM,Otro,Otro,True
657,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/174363221830653789231503980849086604661_anj48l.png,L,L,L,True
658,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/287235842914703953115684585376851288472_14kqc4.png,PA,PA,PA,True
659,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/324733352176779710337125011103865281322_cieujq.png,L,L,L,True
660,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/3/208708114353308671823777404697294366656-2_i3j0go.png,L,L,L,True
661,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/223869395257558415466245415383237317941-2_7d62tt.png,PA,PA,PA,True
662,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/6/16492087618979413961972088019775420322_3bsut7.png,L,L,L,True
663,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/17851560580678583297207841394936588158_37w27u.png,AP_horizontal,AP_horizontal,AP_horizontal,True
664,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_WRIST/patient11226/study1_positive/image3.png,WRIST,Otro,Otro,True
665,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/137978876620819180655083942883406964928_so8cty.png,PA,PA,PA,True
666,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/303111996616421609283216598461965018603_koeato.png,PA,PA,PA,True
667,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_HUMERUS/patient11378/study1_negative/image1.png,HUMERUS,Otro,Otro,True
668,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/Cadera/1/9357383/20080916/03054202_1x1.jpg,HIP,Otro,Otro,True
669,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/3/210094568528017040391358502338593126094_mx7igl.png,PA,PA,PA,True
670,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/Cadera/1/9139557/20090127/03077102_1x1.jpg,HIP,Otro,Otro,True
671,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/238258813385310985681185822559345527439_pxtwgk.png,PA,PA,PA,True
672,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/257067850905527768781668926402993910749_s9dsxc.png,PA,PA,PA,True
673,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/160327085026839567388469656243162554002_4rz0zs.png,PA,PA,PA,True
674,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/Cadera/1/9381777/20081212/02980008_1x1.jpg,HIP,Otro,Otro,True
675,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/300777438305458429017765413642972696620_5dbbe3.png,PA,PA,PA,True
676,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/189017018488060245750124918787482216400_-kj5jm.png,L,L,L,True
677,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/6/50073094480377484391407742499141940023_s0cxsh.png,PA,PA,PA,True
678,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_HAND/patient11234/study1_positive/image1.png,HAND,Otro,Otro,True
679,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_FINGER/patient11410/study1_positive/image1.png,FINGER,Otro,Otro,True
680,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/142816959975153576691083729178844121473_4blfw0.png,PA,PA,PA,True
681,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_FINGER/patient11721/study1_positive/image3.png,FINGER,Otro,Otro,True
682,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/285753562388991643576680842830798700240_5yashm.png,PA,PA,PA,True
683,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/167426234824700370197428233814927580454_mgkykn.png,PA,PA,PA,True
684,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/3/227453690979855948565440097258255681954_6teh40.png,PA,PA,PA,True
685,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/68850233421518993591204799038103258683_ldks9e.png,L,L,L,True
686,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/14741182686754778773123951592760328242_k697sj.png,PA,PA,PA,True
687,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/140503254419173405633250012262604588015_6y08rz.png,PA,PA,PA,True
688,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/100958593259346005491503308960864267792_zfkqhy.png,L,L,L,True
689,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/3/21914224424714562128945943465744755162_jdr054.png,L,L,L,True
690,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/188275439719441830755536994555698484533_5xncnu.png,PA,PA,PA,True
691,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/3/211948395035413616368079045879741322390_j95age.png,L,L,L,True
692,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/57941606403316582212057234824418628060_6378d7.png,L,L,L,True
693,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/58435952257051416873611777106419010368_uljd2v.png,PA,PA,PA,True
694,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/289769094525702729982394773446049678389_rfenjn.png,PA,PA,PA,True
695,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/309750351036381444098802033770060866287_fq5a8f.png,L,L,L,True
696,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/234980464299626524027720395532710823515_avc4uq.png,L,L,L,True
697,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/3/120488601355532492157112765715041657196_v02jjv.png,L,L,L,True
698,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/195940869943716361098986748521632264655_8asjxt.png,PA,PA,PA,True
699,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/315574511066630936265352210247699971186_kcat0k.png,L,L,L,True
700,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/3/225028180893523647122149895049076978375_6dzuul.png,L,L,L,True
701,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/278948104568698034857207837457891721065_azcvbt.png,L,L,L,True
702,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_WRIST/patient11267/study2_negative/image3.png,WRIST,Otro,Otro,True
703,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/208665949772531573966572593951616806531_no4g7c.png,L,L,L,True
704,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/6/107638732314610085944564154687050837142_w1s777.png,PA,PA,PA,True
705,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_HUMERUS/patient11612/study1_positive/image2.png,HUMERUS,Otro,Otro,True
706,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/3/117213392246345573592126653242161059796_k0x2az.png,PA,PA,PA,True
707,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/180927098762289057522779276792333905628_0kuyxi.png,L,L,L,True
708,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/57184779861538546567823316388085550720_06rtai.png,PA,PA,PA,True
709,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_HAND/patient11192/study1_negative/image1.png,HAND,Otro,Otro,True
710,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/112713904867444183925573886788179131975_dax0gu.png,L,L,L,True
711,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/77186345423875794070276928226003565082_i4eohf.png,L,L,L,True
712,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/244019012704462370545088821589746352162_cqxsva.png,L,L,L,True
713,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_FOREARM/patient11465/study1_negative/image1.png,FOREARM,Otro,Otro,True
714,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/296076958641695785561110249259065599111_tfzq7g.png,PA,PA,PA,True
715,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/59763265737295368512009781984693622158_ehuxhj.png,PA,PA,PA,True
716,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/214446610692261677813058967832681171175_ejohni.png,PA,PA,PA,True
717,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/278234127873993862678240681513943244879_hjtzzu.png,L,L,L,True
718,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/6/159855037151159453353900330408053350367_qwt22b.png,PA,PA,PA,True
719,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/286928480601056410982743781154307721183_smnwmy.png,PA,PA,PA,True
720,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/256603502349678030869059479646993288502_3g0p7t.png,L,L,L,True
721,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/150788734187657051407913617604779078022_97wyif.png,PA,PA,PA,True
722,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/332736856714314864373509554404186726023_7ph9fh.png,PA,PA,PA,True
723,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/12230870556358307129162854044340878006_nlhois.png,PA,PA,PA,True
724,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/46869701157585142163830594941328242347_kgfdz7.png,L,L,L,True
725,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/6/197942585502056363818681672666693793064_lo53l2.png,L,L,L,True
726,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/190819304968610909595713893947626359002_m0qio7.png,PA,PA,PA,True
727,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/198716136286996737638616689816919629361_413by4.png,L,L,L,True
728,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/3/306125767330734521851862968209446647380_v910us.png,PA,PA,PA,True
729,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/91749066770372478540333385520550179514_slmd60.png,PA,PA,PA,True
730,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/199121248932427527186211644571478800159_svo7rl.png,L,L,L,True
731,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/6/336419883096248034802979950547690801989_mnfmjh.png,AP_horizontal,AP_horizontal,AP_horizontal,True
732,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/159187617652062910835421205884517035541_84sv6q.png,PA,PA,PA,True
733,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/322407814884768096798547183339477051114_jlbl4m.png,PA,PA,PA,True
